sex	age	l	m	s
2	425	1.0	45.417599	0.030130
2	426	1.0	45.425499	0.030120
2	427	1.0	45.433399	0.030120
2	428	1.0	45.441200	0.030120
2	429	1.0	45.449001	0.030120
2	430	1.0	45.456799	0.030110
2	431	1.0	45.464500	0.030110
2	432	1.0	45.472198	0.030110
2	433	1.0	45.480000	0.030110
2	434	1.0	45.487598	0.030100
2	435	1.0	45.495300	0.030100
2	436	1.0	45.502899	0.030100
2	437	1.0	45.510502	0.030100
2	438	1.0	45.518101	0.030100
2	439	1.0	45.525700	0.030090
2	440	1.0	45.533199	0.030090
2	441	1.0	45.540798	0.030090
2	442	1.0	45.548302	0.030090
2	443	1.0	45.555801	0.030080
2	444	1.0	45.563202	0.030080
2	445	1.0	45.570599	0.030080
2	446	1.0	45.578098	0.030080
2	447	1.0	45.585400	0.030080
2	448	1.0	45.592800	0.030070
2	449	1.0	45.600201	0.030070
2	450	1.0	45.607498	0.030070
2	451	1.0	45.614799	0.030070
2	452	1.0	45.622101	0.030070
2	453	1.0	45.629299	0.030060
2	454	1.0	45.636600	0.030060
2	455	1.0	45.643799	0.030060
2	456	1.0	45.651001	0.030060
2	457	1.0	45.658199	0.030050
2	458	1.0	45.665401	0.030050
2	459	1.0	45.672501	0.030050
2	460	1.0	45.679600	0.030050
2	461	1.0	45.686699	0.030050
2	462	1.0	45.693802	0.030040
2	463	1.0	45.700901	0.030040
2	464	1.0	45.707901	0.030040
2	465	1.0	45.715000	0.030040
2	466	1.0	45.722000	0.030040
2	467	1.0	45.729000	0.030030
2	468	1.0	45.735901	0.030030
2	469	1.0	45.742901	0.030030
2	470	1.0	45.749802	0.030030
2	471	1.0	45.756699	0.030030
2	472	1.0	45.763599	0.030020
2	473	1.0	45.770500	0.030020
2	474	1.0	45.777401	0.030020
2	475	1.0	45.784199	0.030020
2	476	1.0	45.791000	0.030010
2	477	1.0	45.797798	0.030010
2	478	1.0	45.804600	0.030010
2	479	1.0	45.811401	0.030010
2	480	1.0	45.818199	0.030010
2	481	1.0	45.824902	0.030000
2	482	1.0	45.831600	0.030000
2	483	1.0	45.838299	0.030000
2	484	1.0	45.845001	0.030000
2	485	1.0	45.851700	0.030000
2	486	1.0	45.858299	0.029990
2	487	1.0	45.865002	0.029990
2	488	1.0	45.871601	0.029990
2	489	1.0	45.878201	0.029990
2	490	1.0	45.884800	0.029990
2	491	1.0	45.891399	0.029980
2	492	1.0	45.897900	0.029980
2	493	1.0	45.904499	0.029980
2	494	1.0	45.910999	0.029980
2	495	1.0	45.917500	0.029980
2	496	1.0	45.924000	0.029970
2	497	1.0	45.930500	0.029970
2	498	1.0	45.937000	0.029970
2	499	1.0	45.943401	0.029970
2	500	1.0	45.949902	0.029970
2	501	1.0	45.956299	0.029960
2	502	1.0	45.962700	0.029960
2	503	1.0	45.969101	0.029960
2	504	1.0	45.975498	0.029960
2	505	1.0	45.981800	0.029960
2	506	1.0	45.988201	0.029950
2	507	1.0	45.994499	0.029950
2	508	1.0	46.000801	0.029950
2	509	1.0	46.007099	0.029950
2	510	1.0	46.013401	0.029950
2	511	1.0	46.019699	0.029940
2	512	1.0	46.026001	0.029940
2	513	1.0	46.032200	0.029940
2	514	1.0	46.038502	0.029940
2	515	1.0	46.044701	0.029940
2	516	1.0	46.050900	0.029930
2	517	1.0	46.057098	0.029930
2	518	1.0	46.063301	0.029930
2	519	1.0	46.069401	0.029930
2	520	1.0	46.075600	0.029930
2	521	1.0	46.081799	0.029920
2	522	1.0	46.087898	0.029920
2	523	1.0	46.094002	0.029920
2	524	1.0	46.100101	0.029920
2	525	1.0	46.106201	0.029920
2	526	1.0	46.112301	0.029920
2	527	1.0	46.118401	0.029910
2	528	1.0	46.124401	0.029910
2	529	1.0	46.130501	0.029910
2	530	1.0	46.136501	0.029910
2	531	1.0	46.142502	0.029910
2	532	1.0	46.148499	0.029900
2	533	1.0	46.154499	0.029900
2	534	1.0	46.160500	0.029900
2	535	1.0	46.166500	0.029900
2	536	1.0	46.172501	0.029900
2	537	1.0	46.178398	0.029890
2	538	1.0	46.184299	0.029890
2	539	1.0	46.190300	0.029890
2	540	1.0	46.196201	0.029890
2	541	1.0	46.202099	0.029890
2	542	1.0	46.208000	0.029890
2	543	1.0	46.213902	0.029880
2	544	1.0	46.219700	0.029880
2	545	1.0	46.225601	0.029880
2	546	1.0	46.231499	0.029880
2	547	1.0	46.237301	0.029880
2	548	1.0	46.243099	0.029870
2	549	1.0	46.249001	0.029870
2	550	1.0	46.254799	0.029870
2	551	1.0	46.260601	0.029870
2	552	1.0	46.266300	0.029870
2	553	1.0	46.272099	0.029860
2	554	1.0	46.277901	0.029860
2	555	1.0	46.283699	0.029860
2	556	1.0	46.289398	0.029860
2	557	1.0	46.295101	0.029860
2	558	1.0	46.300900	0.029860
2	559	1.0	46.306599	0.029850
2	560	1.0	46.312302	0.029850
2	561	1.0	46.318001	0.029850
2	562	1.0	46.323700	0.029850
2	563	1.0	46.329399	0.029850
2	564	1.0	46.334999	0.029840
2	565	1.0	46.340698	0.029840
2	566	1.0	46.346298	0.029840
2	567	1.0	46.352001	0.029840
2	568	1.0	46.357601	0.029840
2	569	1.0	46.363201	0.029840
2	570	1.0	46.368900	0.029830
2	571	1.0	46.374500	0.029830
2	572	1.0	46.380100	0.029830
2	573	1.0	46.385700	0.029830
2	574	1.0	46.391201	0.029830
2	575	1.0	46.396801	0.029830
2	576	1.0	46.402401	0.029820
2	577	1.0	46.407902	0.029820
2	578	1.0	46.413502	0.029820
2	579	1.0	46.418999	0.029820
2	580	1.0	46.424500	0.029820
2	581	1.0	46.430099	0.029810
2	582	1.0	46.435600	0.029810
2	583	1.0	46.441101	0.029810
2	584	1.0	46.446602	0.029810
2	585	1.0	46.452099	0.029810
2	586	1.0	46.457500	0.029810
2	587	1.0	46.463001	0.029800
2	588	1.0	46.468498	0.029800
2	589	1.0	46.473900	0.029800
2	590	1.0	46.479401	0.029800
2	591	1.0	46.484798	0.029800
2	592	1.0	46.490200	0.029800
2	593	1.0	46.495701	0.029790
2	594	1.0	46.501099	0.029790
2	595	1.0	46.506500	0.029790
2	596	1.0	46.511902	0.029790
2	597	1.0	46.517300	0.029790
2	598	1.0	46.522701	0.029780
2	599	1.0	46.528000	0.029780
2	600	1.0	46.533401	0.029780
2	601	1.0	46.538799	0.029780
2	602	1.0	46.544102	0.029780
2	603	1.0	46.549500	0.029780
2	604	1.0	46.554798	0.029770
2	605	1.0	46.560101	0.029770
2	606	1.0	46.565498	0.029770
2	607	1.0	46.570801	0.029770
2	608	1.0	46.576099	0.029770
2	609	1.0	46.581402	0.029770
2	610	1.0	46.586700	0.029760
2	611	1.0	46.591999	0.029760
2	612	1.0	46.597301	0.029760
2	613	1.0	46.602600	0.029760
2	614	1.0	46.607800	0.029760
2	615	1.0	46.613098	0.029760
2	616	1.0	46.618301	0.029750
2	617	1.0	46.623600	0.029750
2	618	1.0	46.628799	0.029750
2	619	1.0	46.634102	0.029750
2	620	1.0	46.639301	0.029750
2	621	1.0	46.644501	0.029750
2	622	1.0	46.649700	0.029740
2	623	1.0	46.654999	0.029740
2	624	1.0	46.660198	0.029740
2	625	1.0	46.665401	0.029740
2	626	1.0	46.670601	0.029740
2	627	1.0	46.675701	0.029740
2	628	1.0	46.680901	0.029730
2	629	1.0	46.686100	0.029730
2	630	1.0	46.691299	0.029730
2	631	1.0	46.696400	0.029730
2	632	1.0	46.701599	0.029730
2	633	1.0	46.706699	0.029730
2	634	1.0	46.711899	0.029720
2	635	1.0	46.716999	0.029720
2	636	1.0	46.722099	0.029720
2	637	1.0	46.727299	0.029720
2	638	1.0	46.732399	0.029720
2	639	1.0	46.737499	0.029720
2	640	1.0	46.742599	0.029710
2	641	1.0	46.747700	0.029710
2	642	1.0	46.752800	0.029710
2	643	1.0	46.757900	0.029710
2	644	1.0	46.763000	0.029710
2	645	1.0	46.768002	0.029710
2	646	1.0	46.773102	0.029700
2	647	1.0	46.778198	0.029700
2	648	1.0	46.783199	0.029700
2	649	1.0	46.788300	0.029700
2	650	1.0	46.793301	0.029700
2	651	1.0	46.798401	0.029700
2	652	1.0	46.803398	0.029700
2	653	1.0	46.808399	0.029690
2	654	1.0	46.813499	0.029690
2	655	1.0	46.818501	0.029690
2	656	1.0	46.823502	0.029690
2	657	1.0	46.828499	0.029690
2	658	1.0	46.833500	0.029690
2	659	1.0	46.838501	0.029680
2	660	1.0	46.843498	0.029680
2	661	1.0	46.848499	0.029680
2	662	1.0	46.853500	0.029680
2	663	1.0	46.858398	0.029680
2	664	1.0	46.863400	0.029680
2	665	1.0	46.868401	0.029670
2	666	1.0	46.873299	0.029670
2	667	1.0	46.878300	0.029670
2	668	1.0	46.883202	0.029670
2	669	1.0	46.888199	0.029670
2	670	1.0	46.893101	0.029670
2	671	1.0	46.898102	0.029660
2	672	1.0	46.903000	0.029660
2	673	1.0	46.907902	0.029660
2	674	1.0	46.912800	0.029660
2	675	1.0	46.917702	0.029660
2	676	1.0	46.922699	0.029660
2	677	1.0	46.927601	0.029660
2	678	1.0	46.932499	0.029650
2	679	1.0	46.937302	0.029650
2	680	1.0	46.942200	0.029650
2	681	1.0	46.947102	0.029650
2	682	1.0	46.952000	0.029650
2	683	1.0	46.956902	0.029650
2	684	1.0	46.961700	0.029640
2	685	1.0	46.966599	0.029640
2	686	1.0	46.971401	0.029640
2	687	1.0	46.976299	0.029640
2	688	1.0	46.981098	0.029640
2	689	1.0	46.986000	0.029640
2	690	1.0	46.990799	0.029640
2	691	1.0	46.995602	0.029630
2	692	1.0	47.000401	0.029630
2	693	1.0	47.005299	0.029630
2	694	1.0	47.010101	0.029630
2	695	1.0	47.014900	0.029630
2	696	1.0	47.019699	0.029630
2	697	1.0	47.024502	0.029620
2	698	1.0	47.029301	0.029620
2	699	1.0	47.034100	0.029620
2	700	1.0	47.038799	0.029620
2	701	1.0	47.043598	0.029620
2	702	1.0	47.048401	0.029620
2	703	1.0	47.053200	0.029620
2	704	1.0	47.057899	0.029610
2	705	1.0	47.062698	0.029610
2	706	1.0	47.067402	0.029610
2	707	1.0	47.072201	0.029610
2	708	1.0	47.076900	0.029610
2	709	1.0	47.081600	0.029610
2	710	1.0	47.086399	0.029610
2	711	1.0	47.091099	0.029600
2	712	1.0	47.095798	0.029600
2	713	1.0	47.100498	0.029600
2	714	1.0	47.105202	0.029600
2	715	1.0	47.109901	0.029600
2	716	1.0	47.114601	0.029600
2	717	1.0	47.119301	0.029590
2	718	1.0	47.124001	0.029590
2	719	1.0	47.128700	0.029590
2	720	1.0	47.133400	0.029590
2	721	1.0	47.138000	0.029590
2	722	1.0	47.142700	0.029590
2	723	1.0	47.147400	0.029590
2	724	1.0	47.152000	0.029580
2	725	1.0	47.156700	0.029580
2	726	1.0	47.161301	0.029580
2	727	1.0	47.166000	0.029580
2	728	1.0	47.170601	0.029580
2	729	1.0	47.175201	0.029580
2	730	1.0	47.179901	0.029580
2	731	1.0	47.184502	0.029570
2	732	1.0	47.189098	0.029570
2	733	1.0	47.193699	0.029570
2	734	1.0	47.198299	0.029570
2	735	1.0	47.202900	0.029570
2	736	1.0	47.207500	0.029570
2	737	1.0	47.212101	0.029570
2	738	1.0	47.216702	0.029560
2	739	1.0	47.221298	0.029560
2	740	1.0	47.225800	0.029560
2	741	1.0	47.230400	0.029560
2	742	1.0	47.235001	0.029560
2	743	1.0	47.239498	0.029560
2	744	1.0	47.244099	0.029550
2	745	1.0	47.248600	0.029550
2	746	1.0	47.253201	0.029550
2	747	1.0	47.257702	0.029550
2	748	1.0	47.262199	0.029550
2	749	1.0	47.266800	0.029550
2	750	1.0	47.271301	0.029550
2	751	1.0	47.275799	0.029540
2	752	1.0	47.280300	0.029540
2	753	1.0	47.284801	0.029540
2	754	1.0	47.289299	0.029540
2	755	1.0	47.293800	0.029540
2	756	1.0	47.298302	0.029540
2	757	1.0	47.302799	0.029540
2	758	1.0	47.307301	0.029530
2	759	1.0	47.311699	0.029530
2	760	1.0	47.316200	0.029530
2	761	1.0	47.320702	0.029530
2	762	1.0	47.325100	0.029530
2	763	1.0	47.329601	0.029530
2	764	1.0	47.334000	0.029530
2	765	1.0	47.338501	0.029520
2	766	1.0	47.342899	0.029520
2	767	1.0	47.347301	0.029520
2	768	1.0	47.351700	0.029520
2	769	1.0	47.356201	0.029520
2	770	1.0	47.360600	0.029520
2	771	1.0	47.365002	0.029520
2	772	1.0	47.369400	0.029520
2	773	1.0	47.373798	0.029510
2	774	1.0	47.378201	0.029510
2	775	1.0	47.382599	0.029510
2	776	1.0	47.387001	0.029510
2	777	1.0	47.391300	0.029510
2	778	1.0	47.395699	0.029510
2	779	1.0	47.400101	0.029510
2	780	1.0	47.404400	0.029500
2	781	1.0	47.408798	0.029500
2	782	1.0	47.413101	0.029500
2	783	1.0	47.417500	0.029500
2	784	1.0	47.421799	0.029500
2	785	1.0	47.426102	0.029500
2	786	1.0	47.430500	0.029500
2	787	1.0	47.434799	0.029490
2	788	1.0	47.439098	0.029490
2	789	1.0	47.443401	0.029490
2	790	1.0	47.447701	0.029490
2	791	1.0	47.452000	0.029490
2	792	1.0	47.456299	0.029490
2	793	1.0	47.460602	0.029490
2	794	1.0	47.464901	0.029480
2	795	1.0	47.469200	0.029480
2	796	1.0	47.473400	0.029480
2	797	1.0	47.477699	0.029480
2	798	1.0	47.481998	0.029480
2	799	1.0	47.486198	0.029480
2	800	1.0	47.490501	0.029480
2	801	1.0	47.494701	0.029470
2	802	1.0	47.498901	0.029470
2	803	1.0	47.503201	0.029470
2	804	1.0	47.507401	0.029470
2	805	1.0	47.511600	0.029470
2	806	1.0	47.515800	0.029470
2	807	1.0	47.520000	0.029470
2	808	1.0	47.524200	0.029470
2	809	1.0	47.528400	0.029460
2	810	1.0	47.532600	0.029460
2	811	1.0	47.536800	0.029460
2	812	1.0	47.541000	0.029460
2	813	1.0	47.545200	0.029460
2	814	1.0	47.549301	0.029460
2	815	1.0	47.553501	0.029460
2	816	1.0	47.557701	0.029450
2	817	1.0	47.561798	0.029450
2	818	1.0	47.566002	0.029450
2	819	1.0	47.570099	0.029450
2	820	1.0	47.574200	0.029450
2	821	1.0	47.578400	0.029450
2	822	1.0	47.582500	0.029450
2	823	1.0	47.586601	0.029450
2	824	1.0	47.590698	0.029440
2	825	1.0	47.594799	0.029440
2	826	1.0	47.598900	0.029440
2	827	1.0	47.603001	0.029440
2	828	1.0	47.607101	0.029440
2	829	1.0	47.611198	0.029440
2	830	1.0	47.615299	0.029440
2	831	1.0	47.619301	0.029430
2	832	1.0	47.623402	0.029430
2	833	1.0	47.627499	0.029430
2	834	1.0	47.631500	0.029430
2	835	1.0	47.635601	0.029430
2	836	1.0	47.639599	0.029430
2	837	1.0	47.643600	0.029430
2	838	1.0	47.647701	0.029430
2	839	1.0	47.651699	0.029420
2	840	1.0	47.655701	0.029420
2	841	1.0	47.659698	0.029420
2	842	1.0	47.663700	0.029420
2	843	1.0	47.667702	0.029420
2	844	1.0	47.671700	0.029420
2	845	1.0	47.675701	0.029420
2	846	1.0	47.679699	0.029410
2	847	1.0	47.683701	0.029410
2	848	1.0	47.687698	0.029410
2	849	1.0	47.691601	0.029410
2	850	1.0	47.695599	0.029410
2	851	1.0	47.699501	0.029410
2	852	1.0	47.703499	0.029410
2	853	1.0	47.707401	0.029410
2	854	1.0	47.711399	0.029400
2	855	1.0	47.715302	0.029400
2	856	1.0	47.719200	0.029400
2	857	1.0	47.723202	0.029400
2	858	1.0	47.727100	0.029400
2	859	1.0	47.730999	0.029400
2	860	1.0	47.734901	0.029400
2	861	1.0	47.738800	0.029400
2	862	1.0	47.742699	0.029390
2	863	1.0	47.746601	0.029390
2	864	1.0	47.750401	0.029390
2	865	1.0	47.754299	0.029390
2	866	1.0	47.758202	0.029390
2	867	1.0	47.762001	0.029390
2	868	1.0	47.765900	0.029390
2	869	1.0	47.769798	0.029390
2	870	1.0	47.773602	0.029380
2	871	1.0	47.777401	0.029380
2	872	1.0	47.781300	0.029380
2	873	1.0	47.785099	0.029380
2	874	1.0	47.788898	0.029380
2	875	1.0	47.792702	0.029380
2	876	1.0	47.796600	0.029380
2	877	1.0	47.800400	0.029380
2	878	1.0	47.804199	0.029370
2	879	1.0	47.807999	0.029370
2	880	1.0	47.811699	0.029370
2	881	1.0	47.815498	0.029370
2	882	1.0	47.819302	0.029370
2	883	1.0	47.823101	0.029370
2	884	1.0	47.826801	0.029370
2	885	1.0	47.830601	0.029370
2	886	1.0	47.834400	0.029360
2	887	1.0	47.838100	0.029360
2	888	1.0	47.841801	0.029360
2	889	1.0	47.845600	0.029360
2	890	1.0	47.849300	0.029360
2	891	1.0	47.853001	0.029360
2	892	1.0	47.856800	0.029360
2	893	1.0	47.860500	0.029350
2	894	1.0	47.864201	0.029350
2	895	1.0	47.867901	0.029350
2	896	1.0	47.871601	0.029350
2	897	1.0	47.875301	0.029350
2	898	1.0	47.879002	0.029350
2	899	1.0	47.882599	0.029350
2	900	1.0	47.886299	0.029350
2	901	1.0	47.889999	0.029350
2	902	1.0	47.893600	0.029340
2	903	1.0	47.897301	0.029340
2	904	1.0	47.900902	0.029340
2	905	1.0	47.904598	0.029340
2	906	1.0	47.908199	0.029340
2	907	1.0	47.911900	0.029340
2	908	1.0	47.915501	0.029340
2	909	1.0	47.919102	0.029340
2	910	1.0	47.922699	0.029330
2	911	1.0	47.926399	0.029330
2	912	1.0	47.930000	0.029330
2	913	1.0	47.933601	0.029330
2	914	1.0	47.937199	0.029330
2	915	1.0	47.940701	0.029330
2	916	1.0	47.944302	0.029330
2	917	1.0	47.947899	0.029330
2	918	1.0	47.951500	0.029320
2	919	1.0	47.955101	0.029320
2	920	1.0	47.958599	0.029320
2	921	1.0	47.962200	0.029320
2	922	1.0	47.965698	0.029320
2	923	1.0	47.969299	0.029320
2	924	1.0	47.972801	0.029320
2	925	1.0	47.976398	0.029320
2	926	1.0	47.979900	0.029310
2	927	1.0	47.983398	0.029310
2	928	1.0	47.986900	0.029310
2	929	1.0	47.990398	0.029310
2	930	1.0	47.993900	0.029310
2	931	1.0	47.997501	0.029310
2	932	1.0	48.000900	0.029310
2	933	1.0	48.004398	0.029310
2	934	1.0	48.007900	0.029300
2	935	1.0	48.011398	0.029300
2	936	1.0	48.014900	0.029300
2	937	1.0	48.018398	0.029300
2	938	1.0	48.021801	0.029300
2	939	1.0	48.025299	0.029300
2	940	1.0	48.028702	0.029300
2	941	1.0	48.032200	0.029300
2	942	1.0	48.035599	0.029300
2	943	1.0	48.039101	0.029290
2	944	1.0	48.042500	0.029290
2	945	1.0	48.045898	0.029290
2	946	1.0	48.049400	0.029290
2	947	1.0	48.052799	0.029290
2	948	1.0	48.056198	0.029290
2	949	1.0	48.059601	0.029290
2	950	1.0	48.063000	0.029290
2	951	1.0	48.066399	0.029280
2	952	1.0	48.069801	0.029280
2	953	1.0	48.073200	0.029280
2	954	1.0	48.076599	0.029280
2	955	1.0	48.080002	0.029280
2	956	1.0	48.083302	0.029280
2	957	1.0	48.086700	0.029280
2	958	1.0	48.090099	0.029280
2	959	1.0	48.093399	0.029270
2	960	1.0	48.096802	0.029270
2	961	1.0	48.100101	0.029270
2	962	1.0	48.103500	0.029270
2	963	1.0	48.106800	0.029270
2	964	1.0	48.110100	0.029270
2	965	1.0	48.113499	0.029270
2	966	1.0	48.116798	0.029270
2	967	1.0	48.120098	0.029270
2	968	1.0	48.123402	0.029260
2	969	1.0	48.126701	0.029260
2	970	1.0	48.130001	0.029260
2	971	1.0	48.133301	0.029260
2	972	1.0	48.136600	0.029260
2	973	1.0	48.139900	0.029260
2	974	1.0	48.143200	0.029260
2	975	1.0	48.146500	0.029260
2	976	1.0	48.149700	0.029250
2	977	1.0	48.153000	0.029250
2	978	1.0	48.156300	0.029250
2	979	1.0	48.159500	0.029250
2	980	1.0	48.162800	0.029250
2	981	1.0	48.166000	0.029250
2	982	1.0	48.169300	0.029250
2	983	1.0	48.172501	0.029250
2	984	1.0	48.175701	0.029250
2	985	1.0	48.179001	0.029240
2	986	1.0	48.182201	0.029240
2	987	1.0	48.185398	0.029240
2	988	1.0	48.188599	0.029240
2	989	1.0	48.191898	0.029240
2	990	1.0	48.195099	0.029240
2	991	1.0	48.198299	0.029240
2	992	1.0	48.201500	0.029240
2	993	1.0	48.204700	0.029240
2	994	1.0	48.207802	0.029230
2	995	1.0	48.210999	0.029230
2	996	1.0	48.214199	0.029230
2	997	1.0	48.217400	0.029230
2	998	1.0	48.220501	0.029230
2	999	1.0	48.223701	0.029230
2	1000	1.0	48.226898	0.029230
2	1001	1.0	48.230000	0.029230
2	1002	1.0	48.233200	0.029230
2	1003	1.0	48.236301	0.029220
2	1004	1.0	48.239498	0.029220
2	1005	1.0	48.242599	0.029220
2	1006	1.0	48.245701	0.029220
2	1007	1.0	48.248901	0.029220
2	1008	1.0	48.251999	0.029220
2	1009	1.0	48.255100	0.029220
2	1010	1.0	48.258202	0.029220
2	1011	1.0	48.261299	0.029210
2	1012	1.0	48.264400	0.029210
2	1013	1.0	48.267601	0.029210
2	1014	1.0	48.270599	0.029210
2	1015	1.0	48.273701	0.029210
2	1016	1.0	48.276798	0.029210
2	1017	1.0	48.279900	0.029210
2	1018	1.0	48.283001	0.029210
2	1019	1.0	48.286098	0.029210
2	1020	1.0	48.289101	0.029200
2	1021	1.0	48.292198	0.029200
2	1022	1.0	48.295300	0.029200
2	1023	1.0	48.298302	0.029200
2	1024	1.0	48.301399	0.029200
2	1025	1.0	48.304401	0.029200
2	1026	1.0	48.307499	0.029200
2	1027	1.0	48.310501	0.029200
2	1028	1.0	48.313599	0.029200
2	1029	1.0	48.316601	0.029190
2	1030	1.0	48.319599	0.029190
2	1031	1.0	48.322601	0.029190
2	1032	1.0	48.325699	0.029190
2	1033	1.0	48.328701	0.029190
2	1034	1.0	48.331699	0.029190
2	1035	1.0	48.334702	0.029190
2	1036	1.0	48.337700	0.029190
2	1037	1.0	48.340698	0.029190
2	1038	1.0	48.343700	0.029180
2	1039	1.0	48.346699	0.029180
2	1040	1.0	48.349701	0.029180
2	1041	1.0	48.352699	0.029180
2	1042	1.0	48.355598	0.029180
2	1043	1.0	48.358601	0.029180
2	1044	1.0	48.361599	0.029180
2	1045	1.0	48.364498	0.029180
2	1046	1.0	48.367500	0.029180
2	1047	1.0	48.370499	0.029170
2	1048	1.0	48.373402	0.029170
2	1049	1.0	48.376400	0.029170
2	1050	1.0	48.379299	0.029170
2	1051	1.0	48.382301	0.029170
2	1052	1.0	48.385201	0.029170
2	1053	1.0	48.388100	0.029170
2	1054	1.0	48.391102	0.029170
2	1055	1.0	48.394001	0.029170
2	1056	1.0	48.396900	0.029160
2	1057	1.0	48.399799	0.029160
2	1058	1.0	48.402699	0.029160
2	1059	1.0	48.405602	0.029160
2	1060	1.0	48.408501	0.029160
2	1061	1.0	48.411400	0.029160
2	1062	1.0	48.414299	0.029160
2	1063	1.0	48.417198	0.029160
2	1064	1.0	48.420101	0.029160
2	1065	1.0	48.423000	0.029160
2	1066	1.0	48.425900	0.029150
2	1067	1.0	48.428799	0.029150
2	1068	1.0	48.431702	0.029150
2	1069	1.0	48.434502	0.029150
2	1070	1.0	48.437401	0.029150
2	1071	1.0	48.440300	0.029150
2	1072	1.0	48.443100	0.029150
2	1073	1.0	48.445999	0.029150
2	1074	1.0	48.448799	0.029150
2	1075	1.0	48.451698	0.029140
2	1076	1.0	48.454498	0.029140
2	1077	1.0	48.457401	0.029140
2	1078	1.0	48.460201	0.029140
2	1079	1.0	48.463001	0.029140
2	1080	1.0	48.465900	0.029140
2	1081	1.0	48.468700	0.029140
2	1082	1.0	48.471500	0.029140
2	1083	1.0	48.474300	0.029140
2	1084	1.0	48.477100	0.029130
2	1085	1.0	48.479900	0.029130
2	1086	1.0	48.482800	0.029130
2	1087	1.0	48.485600	0.029130
2	1088	1.0	48.488400	0.029130
2	1089	1.0	48.491199	0.029130
2	1090	1.0	48.493900	0.029130
2	1091	1.0	48.496700	0.029130
2	1092	1.0	48.499500	0.029130
2	1093	1.0	48.502300	0.029120
2	1094	1.0	48.505100	0.029120
2	1095	1.0	48.507900	0.029120
2	1096	1.0	48.510601	0.029120
2	1097	1.0	48.513401	0.029120
2	1098	1.0	48.516201	0.029120
2	1099	1.0	48.518902	0.029120
2	1100	1.0	48.521702	0.029120
2	1101	1.0	48.524399	0.029120
2	1102	1.0	48.527199	0.029120
2	1103	1.0	48.529900	0.029110
2	1104	1.0	48.532700	0.029110
2	1105	1.0	48.535400	0.029110
2	1106	1.0	48.538101	0.029110
2	1107	1.0	48.540901	0.029110
2	1108	1.0	48.543598	0.029110
2	1109	1.0	48.546299	0.029110
2	1110	1.0	48.549099	0.029110
2	1111	1.0	48.551800	0.029110
2	1112	1.0	48.554501	0.029100
2	1113	1.0	48.557201	0.029100
2	1114	1.0	48.559898	0.029100
2	1115	1.0	48.562599	0.029100
2	1116	1.0	48.565300	0.029100
2	1117	1.0	48.568001	0.029100
2	1118	1.0	48.570702	0.029100
2	1119	1.0	48.573399	0.029100
2	1120	1.0	48.576099	0.029100
2	1121	1.0	48.578800	0.029100
2	1122	1.0	48.581402	0.029090
2	1123	1.0	48.584099	0.029090
2	1124	1.0	48.586800	0.029090
2	1125	1.0	48.589500	0.029090
2	1126	1.0	48.592098	0.029090
2	1127	1.0	48.594799	0.029090
2	1128	1.0	48.597401	0.029090
2	1129	1.0	48.600101	0.029090
2	1130	1.0	48.602798	0.029090
2	1131	1.0	48.605400	0.029090
2	1132	1.0	48.608101	0.029080
2	1133	1.0	48.610699	0.029080
2	1134	1.0	48.613300	0.029080
2	1135	1.0	48.616001	0.029080
2	1136	1.0	48.618599	0.029080
2	1137	1.0	48.621201	0.029080
2	1138	1.0	48.623901	0.029080
2	1139	1.0	48.626499	0.029080
2	1140	1.0	48.629101	0.029080
2	1141	1.0	48.631699	0.029070
2	1142	1.0	48.634300	0.029070
2	1143	1.0	48.637001	0.029070
2	1144	1.0	48.639599	0.029070
2	1145	1.0	48.642200	0.029070
2	1146	1.0	48.644798	0.029070
2	1147	1.0	48.647400	0.029070
2	1148	1.0	48.650002	0.029070
2	1149	1.0	48.652500	0.029070
2	1150	1.0	48.655102	0.029070
2	1151	1.0	48.657700	0.029060
2	1152	1.0	48.660301	0.029060
2	1153	1.0	48.662899	0.029060
2	1154	1.0	48.665501	0.029060
2	1155	1.0	48.667999	0.029060
2	1156	1.0	48.670601	0.029060
2	1157	1.0	48.673199	0.029060
2	1158	1.0	48.675701	0.029060
2	1159	1.0	48.678299	0.029060
2	1160	1.0	48.680801	0.029060
2	1161	1.0	48.683399	0.029050
2	1162	1.0	48.686001	0.029050
2	1163	1.0	48.688499	0.029050
2	1164	1.0	48.691002	0.029050
2	1165	1.0	48.693600	0.029050
2	1166	1.0	48.696098	0.029050
2	1167	1.0	48.698700	0.029050
2	1168	1.0	48.701199	0.029050
2	1169	1.0	48.703701	0.029050
2	1170	1.0	48.706200	0.029050
2	1171	1.0	48.708801	0.029040
2	1172	1.0	48.711300	0.029040
2	1173	1.0	48.713799	0.029040
2	1174	1.0	48.716301	0.029040
2	1175	1.0	48.718800	0.029040
2	1176	1.0	48.721298	0.029040
2	1177	1.0	48.723801	0.029040
2	1178	1.0	48.726299	0.029040
2	1179	1.0	48.728802	0.029040
2	1180	1.0	48.731300	0.029040
2	1181	1.0	48.733799	0.029030
2	1182	1.0	48.736301	0.029030
2	1183	1.0	48.738800	0.029030
2	1184	1.0	48.741299	0.029030
2	1185	1.0	48.743801	0.029030
2	1186	1.0	48.746300	0.029030
2	1187	1.0	48.748699	0.029030
2	1188	1.0	48.751202	0.029030
2	1189	1.0	48.753700	0.029030
2	1190	1.0	48.756100	0.029030
